id,image_id,category_id,category_name,xmin,ymin,xmax,ymax
152,33,9,Clothing,431.7,212.2,226.2,491.2
153,34,7,Plastic bag,214.0,168.6,583.8,612.1
154,35,2,Paper pack,369.8,399.7,346.9,410.1
155,36,1,Paper,135.1,820.5,96.0,81.3
156,36,7,Plastic bag,469.6,804.2,123.7,88.7
157,36,7,Plastic bag,816.0,806.3,150.3,54.9
158,37,0,General trash,282.1,313.7,544.8,410.4
159,38,5,Plastic,146.3,246.6,40.0,49.3
160,38,7,Plastic bag,170.7,158.7,242.1,141.2
161,38,7,Plastic bag,352.8,187.7,272.3,193.3
162,38,7,Plastic bag,114.5,259.0,311.2,202.2
163,38,1,Paper,423.6,213.8,51.8,39.1
164,38,7,Plastic bag,442.2,150.1,186.9,92.2
165,38,5,Plastic,340.7,283.4,67.7,36.3
166,38,5,Plastic,397.9,179.8,62.6,73.7
167,38,7,Plastic bag,138.8,334.2,273.3,253.2
168,38,7,Plastic bag,88.4,440.4,289.2,189.0
169,38,7,Plastic bag,386.0,298.7,392.5,420.6
170,38,7,Plastic bag,497.4,532.8,411.8,441.1
171,38,7,Plastic bag,534.7,197.6,94.5,45.2
172,38,5,Plastic,265.1,269.7,46.1,34.5
173,39,2,Paper pack,258.9,454.9,312.1,194.5
174,40,0,General trash,360.6,334.2,272.3,392.1
175,41,0,General trash,464.3,0.0,559.4,191.5
176,41,7,Plastic bag,489.3,0.0,104.6,134.6
177,41,0,General trash,370.8,462.5,308.5,191.2
178,41,6,Styrofoam,0.0,0.0,306.8,278.9
179,42,5,Plastic,770.3,421.9,29.0,37.6
180,42,2,Paper pack,913.8,774.8,40.1,40.0
181,42,7,Plastic bag,740.6,451.7,71.6,72.5
182,42,0,General trash,750.7,479.8,40.9,19.3
183,42,7,Plastic bag,705.0,490.7,266.7,271.2
184,42,6,Styrofoam,580.8,410.1,129.5,129.7
185,42,5,Plastic,32.8,629.5,59.2,63.3
186,42,7,Plastic bag,331.7,285.8,104.9,176.8
187,42,7,Plastic bag,509.2,305.8,98.0,138.8
188,42,1,Paper,328.6,878.4,99.6,101.2
189,42,7,Plastic bag,401.5,311.2,149.1,227.2
190,42,7,Plastic bag,407.4,427.7,188.4,196.4
191,42,7,Plastic bag,72.1,464.9,105.4,264.8
192,42,7,Plastic bag,496.5,576.7,104.6,142.6
193,42,7,Plastic bag,114.8,278.3,218.2,235.0
194,42,7,Plastic bag,160.0,641.0,102.3,133.4
195,42,7,Plastic bag,132.6,421.9,278.1,276.7
196,42,7,Plastic bag,227.3,603.1,88.6,263.8
197,42,7,Plastic bag,311.6,575.3,252.4,314.6
198,42,7,Plastic bag,482.8,571.6,232.9,338.6
199,42,7,Plastic bag,679.9,724.0,280.1,195.0
200,42,0,General trash,397.0,541.1,31.2,39.3
201,43,0,General trash,114.8,311.5,644.1,445.0
202,43,7,Plastic bag,842.4,0.0,181.3,135.1
203,43,0,General trash,250.7,0.0,613.6,217.1
204,44,2,Paper pack,416.5,458.4,403.6,292.3
205,44,3,Metal,355.6,762.2,181.5,162.8
206,44,7,Plastic bag,14.2,597.8,198.1,369.5
207,45,0,General trash,16.9,674.0,94.5,43.7
208,45,1,Paper,139.9,500.8,173.0,139.7
209,45,1,Paper,388.7,379.9,131.7,120.4
210,45,1,Paper,603.8,463.7,363.0,291.0
211,45,1,Paper,296.0,469.6,312.6,279.1
212,45,1,Paper,302.7,569.4,296.0,215.6
213,45,1,Paper,125.6,605.5,337.9,352.3
214,45,1,Paper,207.6,745.1,129.4,117.3
215,45,5,Plastic,194.0,749.0,103.3,90.4
216,45,1,Paper,608.2,503.6,283.1,138.4
217,45,1,Paper,730.8,587.7,177.8,31.5
218,45,1,Paper,677.6,587.9,35.2,73.7
219,45,5,Plastic,666.1,522.2,85.3,78.2
220,45,7,Plastic bag,385.4,38.6,303.7,126.2
221,45,1,Paper,202.8,113.0,376.9,292.1
222,45,1,Paper,510.0,166.9,476.4,353.5
223,45,6,Styrofoam,549.6,136.9,361.7,163.8
224,45,6,Styrofoam,560.4,171.4,386.4,157.2
225,45,0,General trash,182.2,738.8,46.7,36.8
226,46,7,Plastic bag,325.8,180.1,511.2,617.7
227,46,0,General trash,159.5,0.0,282.7,584.5
228,47,0,General trash,411.1,343.1,230.9,376.4
229,48,0,General trash,209.9,308.6,422.6,439.1
230,49,0,General trash,547.2,285.7,328.5,362.2
231,49,0,General trash,95.5,597.3,289.2,177.8
232,50,5,Plastic,262.1,267.7,375.5,639.7
233,51,7,Plastic bag,414.7,592.3,303.0,420.6
234,51,6,Styrofoam,565.1,453.4,340.3,433.8
235,51,6,Styrofoam,641.5,456.5,382.2,418.9
236,51,1,Paper,37.1,294.9,416.8,242.5
237,51,0,General trash,249.9,441.6,101.3,77.5
238,51,0,General trash,35.3,445.3,56.6,56.6
239,51,1,Paper,41.1,306.8,390.1,154.8
240,51,1,Paper,110.2,274.3,61.7,47.7
241,51,1,Paper,156.2,222.5,23.1,37.6
242,51,1,Paper,64.5,147.3,132.3,67.0
243,51,1,Paper,170.7,184.2,245.1,182.5
244,51,1,Paper,125.7,126.6,271.0,84.0
245,51,1,Paper,138.4,78.6,259.6,105.0
246,52,5,Plastic,397.9,242.3,268.2,622.7
247,53,7,Plastic bag,447.3,357.6,116.5,130.8
248,53,7,Plastic bag,383.7,196.1,243.1,164.1
249,53,7,Plastic bag,195.4,263.6,512.7,587.2
250,53,7,Plastic bag,176.1,268.2,201.1,104.4
251,54,7,Plastic bag,657.5,291.9,179.3,317.6
252,54,7,Plastic bag,496.8,264.1,171.7,307.8
253,54,1,Paper,100.8,384.7,432.0,452.1
254,54,1,Paper,267.7,571.3,198.1,93.1
255,54,1,Paper,208.8,606.8,229.8,65.0
256,54,1,Paper,194.8,420.6,466.0,204.5
257,54,7,Plastic bag,517.6,228.9,123.7,102.3
258,54,0,General trash,468.3,244.1,141.0,45.0
259,55,7,Plastic bag,891.9,27.8,131.8,312.6
260,55,1,Paper,338.8,853.3,104.4,149.0
261,55,1,Paper,184.9,807.3,191.2,123.6
262,55,7,Plastic bag,259.0,836.4,123.7,62.3
263,55,0,General trash,389.8,851.6,157.7,172.0
264,55,0,General trash,530.8,877.7,21.1,31.2
265,55,0,General trash,687.0,160.2,336.8,731.4
266,55,0,General trash,0.0,402.3,559.2,477.8
267,55,0,General trash,33.5,693.5,437.8,174.4
268,55,0,General trash,535.4,720.9,212.6,302.7
269,55,0,General trash,552.6,641.0,237.0,95.8
270,55,0,General trash,446.7,633.2,190.0,219.8
271,55,0,General trash,230.9,383.3,303.2,408.7
272,55,0,General trash,271.7,37.9,174.7,227.9
273,55,0,General trash,262.6,203.5,656.3,463.6
274,55,0,General trash,395.4,214.7,416.0,233.0
275,56,0,General trash,301.2,138.8,637.5,425.7
276,56,1,Paper,14.0,315.6,230.6,298.7
277,56,5,Plastic,251.4,442.6,113.5,75.2
278,56,0,General trash,325.1,468.0,35.6,42.0
279,56,5,Plastic,930.3,218.1,93.5,91.1
280,56,2,Paper pack,591.5,346.1,218.2,267.9
281,56,5,Plastic,506.9,391.4,167.6,276.7
282,56,1,Paper,631.4,368.1,167.1,105.0
283,56,1,Paper,591.2,347.8,189.0,271.6
284,56,5,Plastic,540.4,691.8,74.2,142.9
285,57,1,Paper,249.2,34.5,465.3,305.8
286,57,0,General trash,308.5,442.4,669.1,466.0
287,58,0,General trash,300.2,125.0,523.2,656.6
288,59,3,Metal,283.4,428.4,474.9,293.2
289,60,5,Plastic,354.9,488.1,297.3,278.9
290,61,3,Metal,265.4,332.9,535.1,469.7
291,62,7,Plastic bag,308.8,164.3,490.3,336.0
292,62,7,Plastic bag,94.5,337.8,360.6,274.3
293,62,1,Paper,406.3,426.2,490.7,314.9
294,62,7,Plastic bag,0.0,404.8,226.9,522.4
295,62,1,Paper,61.6,538.9,527.9,383.2
296,62,5,Plastic,752.4,440.9,140.5,100.8
297,62,1,Paper,609.2,426.9,261.8,120.4
298,62,1,Paper,488.6,379.2,181.8,140.2
299,62,5,Plastic,609.2,337.3,131.7,137.7
300,62,1,Paper,500.8,447.7,204.2,80.5
301,62,1,Paper,517.1,476.7,137.5,66.0
302,62,1,Paper,542.8,503.6,148.0,71.9
303,62,1,Paper,601.7,539.7,90.8,37.3
304,62,1,Paper,604.8,558.5,62.3,36.3
305,62,1,Paper,685.4,533.8,104.0,28.2
306,62,1,Paper,653.9,553.9,84.0,30.7
307,62,1,Paper,636.6,573.0,81.3,81.0
308,62,1,Paper,649.1,519.9,198.8,135.1
309,62,1,Paper,453.4,494.7,443.6,212.6
310,62,7,Plastic bag,492.7,698.2,194.4,235.2
311,62,5,Plastic,348.1,604.7,64.0,42.4
312,62,0,General trash,394.2,640.5,123.3,67.0
313,62,0,General trash,239.4,655.5,58.6,48.5
314,62,0,General trash,273.3,642.0,217.7,63.0
315,62,0,General trash,321.4,664.1,118.2,48.3
316,62,0,General trash,174.7,692.1,303.1,150.9
317,62,1,Paper,391.4,659.0,91.1,56.4
318,62,4,Glass,168.0,697.4,233.0,58.2
319,63,2,Paper pack,309.3,383.8,272.6,332.4
320,63,2,Paper pack,312.3,217.6,468.7,340.9
321,64,3,Metal,243.5,240.3,415.8,302.2
322,65,0,General trash,130.1,651.1,69.9,73.3
323,65,0,General trash,178.1,672.9,41.5,38.9
324,65,6,Styrofoam,196.7,637.1,456.3,177.6
325,65,6,Styrofoam,266.1,364.9,562.4,388.2
326,65,6,Styrofoam,418.7,100.4,516.1,335.1
327,65,0,General trash,374.5,582.0,376.0,102.2
328,65,7,Plastic bag,120.3,0.0,309.0,394.9
329,65,0,General trash,437.3,536.9,198.2,69.3
330,65,7,Plastic bag,459.0,482.2,181.3,96.4
331,65,7,Plastic bag,0.0,2.0,466.4,851.3
332,65,0,General trash,439.4,697.3,208.0,46.4
333,66,1,Paper,370.8,473.1,425.7,306.8
334,67,1,Paper,38.1,440.9,464.5,412.1
335,67,7,Plastic bag,811.2,168.3,212.6,617.0
336,67,1,Paper,631.4,155.4,115.6,91.8
337,67,7,Plastic bag,510.0,99.2,389.8,715.2
338,67,1,Paper,810.2,157.5,47.7,31.8
339,68,0,General trash,325.4,186.2,77.5,45.2
340,68,7,Plastic bag,264.8,213.1,65.0,31.7
341,68,0,General trash,450.0,379.7,271.6,275.6
342,69,2,Paper pack,241.8,228.6,470.9,657.9
343,70,7,Plastic bag,0.0,631.6,115.5,367.7
344,70,7,Plastic bag,5.8,628.6,90.4,93.0
345,70,1,Paper,66.0,702.0,306.8,112.8
346,70,7,Plastic bag,334.6,570.2,524.5,445.0
347,70,3,Metal,1.7,340.3,322.7,319.2
348,70,7,Plastic bag,257.4,317.0,578.0,414.2
349,70,5,Plastic,594.6,394.4,126.3,131.3
350,70,5,Plastic,399.2,463.7,176.1,108.4
351,70,1,Paper,409.7,559.7,98.9,33.5
352,70,1,Paper,502.9,542.7,59.6,19.3
353,70,0,General trash,349.5,473.1,257.7,274.5
354,70,7,Plastic bag,122.9,186.2,524.2,246.6
355,71,3,Metal,312.6,385.3,329.1,187.2
356,71,0,General trash,17.3,390.1,241.4,156.2
357,72,2,Paper pack,377.2,309.1,251.3,411.4
358,72,1,Paper,749.0,0.0,165.6,1023.7
359,73,7,Plastic bag,831.4,165.5,192.3,365.2
360,73,7,Plastic bag,219.7,312.3,492.1,544.1
361,74,7,Plastic bag,728.4,0.0,295.4,628.1
362,74,1,Paper,619.2,114.5,143.0,256.3
363,74,1,Paper,433.0,68.7,416.5,608.5
364,74,7,Plastic bag,0.0,0.0,397.7,386.7
365,74,1,Paper,55.6,221.1,655.5,675.6
366,74,5,Plastic,379.2,464.9,197.8,116.5
367,74,5,Plastic,679.6,889.6,41.9,134.1
368,75,2,Paper pack,380.3,384.0,375.5,377.9
369,76,7,Plastic bag,172.2,236.7,732.4,512.3
370,76,0,General trash,343.4,528.9,100.3,149.3
371,77,1,Paper,381.3,640.8,326.4,326.6
372,77,1,Paper,210.3,538.7,510.6,410.2
373,77,1,Paper,259.0,400.3,425.7,335.2
374,77,1,Paper,224.5,228.6,357.9,341.1
375,77,1,Paper,243.8,177.8,304.1,277.1
376,77,1,Paper,578.4,434.3,79.6,131.8
377,77,1,Paper,568.2,449.0,69.8,109.0
378,77,1,Paper,592.9,539.2,51.8,86.3
379,78,6,Styrofoam,159.2,248.1,565.8,421.3
380,78,1,Paper,518.8,0.0,504.9,956.2
381,79,0,General trash,70.4,132.8,929.5,772.6
382,80,5,Plastic,164.7,241.4,411.0,470.7
383,81,7,Plastic bag,334.5,354.2,320.3,444.6
384,82,5,Plastic,234.3,651.9,789.3,371.8
385,82,5,Plastic,506.2,734.2,484.2,186.7
386,82,0,General trash,24.0,183.4,999.6,649.9
387,83,7,Plastic bag,614.6,390.3,258.4,248.1
388,83,6,Styrofoam,287.8,526.0,364.7,249.4
389,83,6,Styrofoam,331.2,540.4,276.7,127.2
390,83,7,Plastic bag,99.6,203.9,687.1,369.8
391,84,0,General trash,298.9,438.5,462.0,464.3
392,85,1,Paper,627.8,301.7,337.9,385.5
393,85,0,General trash,598.3,574.0,197.4,101.6
394,85,1,Paper,376.6,529.0,409.1,263.6
395,85,0,General trash,554.0,286.0,106.0,252.2
396,85,0,General trash,441.9,253.0,131.0,296.1
397,85,0,General trash,356.9,493.7,141.2,89.9
398,85,5,Plastic,139.9,321.0,255.3,605.7
399,85,0,General trash,848.9,765.5,87.0,46.7
400,86,1,Paper,473.8,356.0,261.0,314.2
401,87,5,Plastic,320.7,299.9,285.5,479.5
402,88,1,Paper,794.9,357.9,228.8,246.5
403,88,7,Plastic bag,716.7,533.3,135.6,158.5
404,88,7,Plastic bag,673.0,360.0,152.1,207.2
405,88,7,Plastic bag,603.4,486.9,126.7,214.7
406,88,6,Styrofoam,419.3,607.8,212.3,177.8
407,88,7,Plastic bag,595.3,362.7,102.6,154.4
408,88,1,Paper,435.6,463.9,178.0,221.5
409,88,1,Paper,428.4,277.3,200.9,269.5
410,88,1,Paper,464.5,317.0,143.5,56.6
411,88,1,Paper,461.7,208.6,132.8,134.4
412,88,1,Paper,116.1,112.4,345.7,394.2
413,88,0,General trash,311.6,645.8,219.2,295.3
414,88,7,Plastic bag,0.0,695.9,137.1,327.8
415,88,1,Paper,40.4,509.0,295.6,451.0
416,88,1,Paper,0.0,357.2,320.8,248.9
417,88,1,Paper,142.2,410.1,91.4,47.1
418,89,1,Paper,39.1,162.9,499.6,627.8
419,89,1,Paper,173.0,354.9,221.5,319.0
420,89,1,Paper,455.1,221.1,539.4,646.4
421,89,0,General trash,455.9,192.0,538.9,645.4
422,89,0,General trash,451.3,513.4,242.5,325.8
423,90,3,Metal,169.1,249.9,548.8,729.4
424,91,5,Plastic,700.5,534.9,290.6,277.6
425,91,5,Plastic,62.4,123.9,592.2,738.7
426,92,8,Battery,220.7,394.3,509.9,122.1
427,92,8,Battery,226.5,578.3,524.7,119.0
428,93,5,Plastic,268.2,225.0,554.7,507.4
429,93,0,General trash,298.3,739.8,70.1,199.9
430,93,5,Plastic,229.6,608.8,496.8,207.5
431,94,7,Plastic bag,284.2,407.4,523.4,413.5
432,95,1,Paper,0.0,142.7,841.1,881.0
433,96,1,Paper,182.3,600.7,841.4,422.9
434,96,1,Paper,309.8,444.3,466.8,316.6
435,96,1,Paper,328.4,313.2,569.7,424.0
436,96,1,Paper,333.5,329.5,559.5,378.6
437,96,1,Paper,342.6,371.1,427.7,295.3
438,96,1,Paper,358.9,274.3,534.1,306.8
439,96,1,Paper,358.6,198.4,487.4,253.6
440,97,7,Plastic bag,94.5,466.3,129.5,241.1
441,97,7,Plastic bag,216.1,425.7,56.4,106.7
442,97,7,Plastic bag,376.6,416.5,83.8,137.8
443,97,7,Plastic bag,256.8,215.7,194.8,228.2
444,97,7,Plastic bag,191.2,406.3,288.3,470.3
445,97,1,Paper,571.7,393.5,29.0,64.7
446,97,7,Plastic bag,431.7,453.1,208.3,416.2
447,97,1,Paper,666.9,324.4,75.2,38.3
448,97,1,Paper,592.8,309.2,199.6,406.7
449,97,1,Paper,638.0,365.7,254.7,396.5
450,98,7,Plastic bag,919.0,130.8,93.5,56.9
451,98,0,General trash,507.3,28.2,339.6,343.1
452,98,2,Paper pack,127.7,643.0,310.2,218.9
453,99,0,General trash,257.5,485.2,372.6,242.1
454,100,3,Metal,341.3,264.8,442.4,455.4
455,101,7,Plastic bag,195.4,274.8,592.3,432.0
456,101,5,Plastic,336.3,588.4,125.6,101.8
457,101,1,Paper,344.4,599.4,87.7,78.5
458,102,7,Plastic bag,285.6,97.2,345.8,624.6
459,103,1,Paper,943.7,284.4,80.0,246.4
460,103,1,Paper,1011.3,341.3,12.4,44.4
461,103,7,Plastic bag,29.9,248.0,392.0,338.7
462,103,7,Plastic bag,424.0,79.8,166.8,88.4
463,103,7,Plastic bag,412.1,36.4,589.3,547.6
464,103,7,Plastic bag,842.1,532.2,181.6,263.8
465,103,7,Plastic bag,302.8,241.1,518.8,496.9
466,103,0,General trash,392.0,344.7,52.7,18.4
467,103,0,General trash,364.4,374.2,78.5,52.0
468,103,0,General trash,361.5,341.6,105.2,59.8
469,104,7,Plastic bag,213.3,408.6,509.6,200.1
470,105,3,Metal,178.8,244.5,711.1,711.4
471,106,7,Plastic bag,164.9,269.2,657.6,414.7
472,107,7,Plastic bag,760.9,163.6,130.8,359.3
473,107,7,Plastic bag,615.9,255.0,168.1,329.8
474,107,7,Plastic bag,463.2,298.0,236.4,445.3
475,107,7,Plastic bag,344.9,385.7,152.4,468.0
476,107,0,General trash,167.6,331.5,257.3,630.5
477,107,5,Plastic,484.3,291.2,54.1,56.9
478,107,7,Plastic bag,658.5,129.4,155.4,202.8
479,108,7,Plastic bag,0.0,8.6,367.4,376.1
480,108,7,Plastic bag,0.0,0.0,1023.7,1023.7
481,108,7,Plastic bag,853.7,339.3,70.1,48.8
482,108,1,Paper,881.1,421.8,75.9,32.0
483,108,1,Paper,761.6,433.3,163.2,88.6
484,108,7,Plastic bag,372.1,735.5,147.0,91.4
485,108,2,Paper pack,815.1,445.5,191.7,190.7
486,108,7,Plastic bag,74.5,665.9,329.8,216.9
487,108,5,Plastic,651.5,430.0,194.7,202.4
488,108,5,Plastic,821.8,541.0,144.3,63.7
489,108,1,Paper,642.4,441.9,175.7,114.0
490,108,7,Plastic bag,751.1,365.5,175.7,46.0
491,108,1,Paper,435.1,56.4,437.5,319.5
492,108,1,Paper,792.7,416.0,98.2,20.8
493,108,0,General trash,720.6,410.4,63.7,46.5
494,108,0,General trash,416.8,313.7,52.5,33.5
495,108,1,Paper,413.8,306.5,142.6,67.6
496,108,0,General trash,449.4,340.8,80.3,33.8
497,108,5,Plastic,388.7,618.7,457.8,180.1
498,108,0,General trash,179.5,708.8,51.5,74.2
499,108,1,Paper,0.0,495.7,257.7,401.0
500,108,0,General trash,155.1,330.2,718.6,458.7
501,109,0,General trash,0.0,358.6,186.6,139.9
502,109,1,Paper,167.3,328.8,689.8,305.9
503,109,1,Paper,274.4,401.3,218.4,104.2
504,110,0,General trash,283.4,0.0,77.2,234.9
505,110,5,Plastic,197.8,214.9,538.1,641.5
506,110,1,Paper,300.0,449.0,409.4,342.6
507,110,0,General trash,533.0,827.7,286.1,159.0
508,111,0,General trash,336.2,285.6,321.6,373.3
509,112,7,Plastic bag,487.6,559.0,49.1,29.0
510,112,7,Plastic bag,305.4,354.8,80.6,114.0
511,112,1,Paper,85.0,576.0,274.3,84.6
